Macrotrends Data Download

VIX Volatility Index - Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1994-06-06,13.0300
1994-06-07,13.0500
1994-06-08,13.3200
1994-06-09,13.2100
1994-06-10,12.6900
1994-06-13,11.9200
1994-06-14,11.6000
1994-06-15,11.5200
1994-06-16,11.2200
1994-06-17,12.3100
1994-06-20,13.9600
1994-06-21,14.7000
1994-06-22,14.0200
1994-06-23,14.1200
1994-06-24,16.7200
1994-06-27,15.5300
1994-06-28,15.0400
1994-06-29,14.4200
1994-06-30,14.9700
1994-07-01,14.3600
1994-07-05,14.9200
1994-07-06,14.7000
1994-07-07,14.0100
1994-07-08,13.2600
1994-07-11,13.8300
1994-07-12,13.4000
1994-07-13,12.4200
1994-07-14,11.6400
1994-07-15,11.2800
1994-07-18,11.4400
1994-07-19,11.6500
1994-07-20,11.7000
1994-07-21,11.6500
1994-07-22,11.2200
1994-07-25,11.4600
1994-07-26,11.6600
1994-07-27,11.9300
1994-07-28,12.0300
1994-07-29,11.1300
1994-08-01,11.1700
1994-08-02,11.2700
1994-08-03,11.3500
1994-08-04,12.1800
1994-08-05,12.3400
1994-08-08,12.4100
1994-08-09,12.5400
1994-08-10,11.9100
1994-08-11,12.1300
1994-08-12,11.0900
1994-08-15,12.0600
1994-08-16,11.3900
1994-08-17,11.5400
1994-08-18,12.0700
1994-08-19,12.8300
1994-08-22,12.6200
1994-08-23,11.7500
1994-08-24,11.5700
1994-08-25,12.0200
1994-08-26,12.1900
1994-08-29,11.8200
1994-08-30,11.2300
1994-08-31,11.9700
1994-09-01,11.8600
1994-09-02,11.4000
1994-09-06,11.6900
1994-09-07,11.8100
1994-09-08,11.8600
1994-09-09,13.1200
1994-09-12,14.0100
1994-09-13,13.7700
1994-09-14,13.0900
1994-09-15,11.8800
1994-09-16,12.8000
1994-09-19,13.0600
1994-09-20,14.4500
1994-09-21,14.4900
1994-09-22,13.8900
1994-09-23,14.5300
1994-09-26,14.5600
1994-09-27,14.1300
1994-09-28,13.2500
1994-09-29,13.9700
1994-09-30,14.2800
1994-10-03,15.4400
1994-10-04,16.6600
1994-10-05,15.9200
1994-10-06,16.2400
1994-10-07,14.9200
1994-10-10,14.7200
1994-10-11,13.5500
1994-10-12,14.5100
1994-10-13,14.9000
1994-10-14,13.3200
1994-10-17,14.7600
1994-10-18,14.5900
1994-10-19,15.1300
1994-10-20,15.9900
1994-10-21,15.9100
1994-10-24,16.9700
1994-10-25,16.1300
1994-10-26,15.7000
1994-10-27,15.6700
1994-10-28,14.5600
1994-10-31,14.5600
1994-11-01,14.8400
1994-11-02,15.3400
1994-11-03,15.5800
1994-11-04,16.7500
1994-11-07,17.3700
1994-11-08,16.3000
1994-11-09,16.4200
1994-11-10,16.0000
1994-11-11,16.5000
1994-11-14,16.6800
1994-11-15,16.6600
1994-11-16,15.5600
1994-11-17,15.9100
1994-11-18,16.0000
1994-11-21,16.1300
1994-11-22,17.2400
1994-11-23,18.4100
1994-11-25,17.4400
1994-11-28,16.8300
1994-11-29,16.1500
1994-11-30,15.9500
1994-12-01,16.6900
1994-12-02,16.5500
1994-12-05,16.1000
1994-12-06,16.0500
1994-12-07,16.2800
1994-12-08,18.1500
1994-12-09,16.0400
1994-12-12,15.4600
1994-12-13,14.4800
1994-12-14,13.0300
1994-12-15,12.8700
1994-12-16,12.7900
1994-12-19,13.0200
1994-12-20,12.9800
1994-12-21,12.0500
1994-12-22,12.4200
1994-12-23,11.8200
1994-12-27,12.0700
1994-12-28,12.8100
1994-12-29,12.8600
1994-12-30,13.2000
1995-01-03,14.2500
1995-01-04,13.5300
1995-01-05,13.5000
1995-01-06,13.1300
1995-01-09,13.3300
1995-01-10,12.5200
1995-01-11,12.1500
1995-01-12,12.8300
1995-01-13,11.1000
1995-01-16,11.1400
1995-01-17,11.7900
1995-01-18,11.5700
1995-01-19,11.8600
1995-01-20,12.1500
1995-01-23,12.7900
1995-01-24,11.9400
1995-01-25,11.4600
1995-01-26,11.2500
1995-01-27,11.2500
1995-01-30,12.2600
1995-01-31,11.9600
1995-02-01,11.7300
1995-02-02,11.1300
1995-02-03,10.9800
1995-02-06,11.2200
1995-02-07,11.1700
1995-02-08,11.4200
1995-02-09,11.6300
1995-02-10,11.2800
1995-02-13,11.4100
1995-02-14,11.4300
1995-02-15,11.5200
1995-02-16,11.6100
1995-02-17,11.7100
1995-02-21,12.0500
1995-02-22,11.3900
1995-02-23,11.1500
1995-02-24,10.8400
1995-02-27,12.5100
1995-02-28,11.7500
1995-03-01,11.6500
1995-03-02,12.0200
1995-03-03,11.4500
1995-03-06,12.1700
1995-03-07,14.2200
1995-03-08,13.7200
1995-03-09,13.3600
1995-03-10,12.3800
1995-03-13,12.1500
1995-03-14,12.1000
1995-03-15,12.4200
1995-03-16,11.9500
1995-03-17,11.8000
1995-03-20,11.3400
1995-03-21,11.5300
1995-03-22,11.2900
1995-03-23,11.4300
1995-03-24,11.1900
1995-03-27,11.8300
1995-03-28,11.3300
1995-03-29,12.5100
1995-03-30,12.6200
1995-03-31,13.3700
1995-04-03,13.5000
1995-04-04,12.6200
1995-04-05,12.9600
1995-04-06,12.8100
1995-04-07,12.8500
1995-04-10,12.7900
1995-04-11,12.7300
1995-04-12,12.0400
1995-04-13,11.4800
1995-04-17,12.3300
1995-04-18,12.9600
1995-04-19,13.0900
1995-04-20,12.1000
1995-04-21,11.8600
1995-04-24,11.9200
1995-04-25,12.4100
1995-04-26,12.2800
1995-04-27,11.9300
1995-04-28,11.7500
1995-05-01,12.1400
1995-05-02,11.8800
1995-05-03,11.6900
1995-05-04,12.6400
1995-05-05,12.0600
1995-05-08,12.2200
1995-05-09,12.7500
1995-05-10,13.0800
1995-05-11,12.9800
1995-05-12,11.8400
1995-05-15,12.3800
1995-05-16,12.2000
1995-05-17,12.3600
1995-05-18,13.1300
1995-05-19,12.8100
1995-05-22,11.6800
1995-05-23,11.5500
1995-05-24,11.2600
1995-05-25,11.6300
1995-05-26,12.2000
1995-05-30,12.5200
1995-05-31,12.8500
1995-06-01,12.2100
1995-06-02,12.9800
1995-06-05,13.4500
1995-06-06,13.0000
1995-06-07,12.8400
1995-06-08,12.8900
1995-06-09,12.7600
1995-06-12,11.9100
1995-06-13,11.2900
1995-06-14,11.2900
1995-06-15,11.2300
1995-06-16,10.7500
1995-06-19,11.2100
1995-06-20,11.1600
1995-06-21,11.3200
1995-06-22,11.4400
1995-06-23,11.1200
1995-06-26,11.8000
1995-06-27,12.3700
1995-06-28,11.7400
1995-06-29,11.5900
1995-06-30,11.3800
1995-07-03,11.5700
1995-07-05,12.1000
1995-07-06,11.5200
1995-07-07,11.7700
1995-07-10,12.1900
1995-07-11,12.2500
1995-07-12,12.3100
1995-07-13,12.5600
1995-07-14,12.0800
1995-07-17,12.2600
1995-07-18,12.6800
1995-07-19,13.4900
1995-07-20,12.7800
1995-07-21,12.3700
1995-07-24,12.5500
1995-07-25,12.7700
1995-07-26,13.1800
1995-07-27,13.1800
1995-07-28,13.1800
1995-07-31,13.4900
1995-08-01,13.5600
1995-08-02,13.6600
1995-08-03,13.7800
1995-08-04,13.2100
1995-08-07,13.1000
1995-08-08,13.0600
1995-08-09,12.7500
1995-08-10,13.0000
1995-08-11,12.9000
1995-08-14,13.2400
1995-08-15,12.3500
1995-08-16,12.4500
1995-08-17,12.1300
1995-08-18,12.0300
1995-08-21,13.4200
1995-08-22,12.6000
1995-08-23,13.1700
1995-08-24,12.9400
1995-08-25,12.3300
1995-08-28,12.4800
1995-08-29,12.6500
1995-08-30,12.0300
1995-08-31,11.5200
1995-09-01,11.2900
1995-09-05,11.6500
1995-09-06,11.6500
1995-09-07,11.8500
1995-09-08,11.1600
1995-09-11,11.5100
1995-09-12,11.4600
1995-09-13,11.3500
1995-09-14,11.1000
1995-09-15,11.5800
1995-09-18,12.3400
1995-09-19,12.6700
1995-09-20,12.3500
1995-09-21,12.5000
1995-09-22,12.4600
1995-09-25,13.2200
1995-09-26,12.9000
1995-09-27,12.9000
1995-09-28,12.4600
1995-09-29,12.7400
1995-10-02,13.9500
1995-10-03,14.5000
1995-10-04,14.8600
1995-10-05,15.7400
1995-10-06,13.9800
1995-10-09,14.8500
1995-10-10,14.9700
1995-10-11,14.5700
1995-10-12,14.2400
1995-10-13,13.6700
1995-10-16,14.6200
1995-10-17,14.0300
1995-10-18,14.0500
1995-10-19,13.5500
1995-10-20,13.4600
1995-10-23,14.1700
1995-10-24,13.8500
1995-10-25,14.4900
1995-10-26,15.5900
1995-10-27,14.6300
1995-10-30,14.2600
1995-10-31,13.8300
1995-11-01,13.4100
1995-11-02,13.1900
1995-11-03,12.2600
1995-11-06,12.7400
1995-11-07,13.0500
1995-11-08,12.1600
1995-11-09,12.4600
1995-11-10,12.9700
1995-11-13,13.2000
1995-11-14,13.3800
1995-11-15,12.9500
1995-11-16,12.5700
1995-11-17,12.4900
1995-11-20,12.3700
1995-11-21,11.7400
1995-11-22,11.8100
1995-11-24,11.8700
1995-11-27,12.4300
1995-11-28,11.5700
1995-11-29,11.6500
1995-11-30,11.5800
1995-12-01,11.1100
1995-12-04,10.6600
1995-12-05,11.6500
1995-12-06,12.7000
1995-12-07,12.7400
1995-12-08,11.1200
1995-12-11,11.0600
1995-12-12,10.6300
1995-12-13,10.3600
1995-12-14,11.0700
1995-12-15,11.4400
1995-12-18,14.5500
1995-12-19,13.1600
1995-12-20,12.2000
1995-12-21,10.7700
1995-12-22,11.5100
1995-12-26,11.4900
1995-12-27,11.9800
1995-12-28,12.2500
1995-12-29,12.5200
1996-01-02,12.1900
1996-01-03,12.1000
1996-01-04,13.7800
1996-01-05,13.5800
1996-01-08,13.1100
1996-01-09,15.2100
1996-01-10,16.4000
1996-01-11,14.6900
1996-01-12,14.2300
1996-01-15,14.9900
1996-01-16,14.0900
1996-01-17,14.2500
1996-01-18,13.5800
1996-01-19,12.7000
1996-01-22,13.3400
1996-01-23,13.5600
1996-01-24,12.5400
1996-01-25,12.9400
1996-01-26,12.0000
1996-01-29,12.1900
1996-01-30,12.4200
1996-01-31,12.5300
1996-02-01,12.6500
1996-02-02,13.2300
1996-02-05,13.4600
1996-02-06,14.5900
1996-02-07,14.1100
1996-02-08,13.8900
1996-02-09,14.6300
1996-02-12,14.6900
1996-02-13,14.9400
1996-02-14,15.5900
1996-02-15,16.1300
1996-02-16,15.3700
1996-02-20,16.8000
1996-02-21,14.4700
1996-02-22,14.5600
1996-02-23,14.7800
1996-02-26,16.3800
1996-02-27,16.6300
1996-02-28,16.7200
1996-02-29,17.0400
1996-03-01,16.7200
1996-03-04,16.6700
1996-03-05,16.1000
1996-03-06,16.5600
1996-03-07,16.4900
1996-03-08,20.7000
1996-03-11,19.4000
1996-03-12,19.0900
1996-03-13,18.1300
1996-03-14,16.9300
1996-03-15,16.5400
1996-03-18,17.3100
1996-03-19,18.3500
1996-03-20,18.6600
1996-03-21,17.7400
1996-03-22,17.0500
1996-03-25,17.8400
1996-03-26,17.8000
1996-03-27,17.8900
1996-03-28,18.1600
1996-03-29,18.8800
1996-04-01,17.9000
1996-04-02,16.4500
1996-04-03,16.3300
1996-04-04,16.1800
1996-04-08,18.7200
1996-04-09,17.3200
1996-04-10,20.2200
1996-04-11,19.6500
1996-04-12,17.3800
1996-04-15,16.8300
1996-04-16,16.4500
1996-04-17,17.0700
1996-04-18,16.4100
1996-04-19,15.1200
1996-04-22,15.3800
1996-04-23,15.0100
1996-04-24,14.9100
1996-04-25,14.7200
1996-04-26,14.7500
1996-04-29,15.4500
1996-04-30,15.8300
1996-05-01,16.0700
1996-05-02,18.6200
1996-05-03,16.7000
1996-05-06,16.9200
1996-05-07,16.8700
1996-05-08,15.7800
1996-05-09,16.9900
1996-05-10,15.6100
1996-05-13,15.1600
1996-05-14,14.9000
1996-05-15,15.5900
1996-05-16,15.7100
1996-05-17,15.1300
1996-05-20,15.8000
1996-05-21,16.0000
1996-05-22,15.5000
1996-05-23,16.1700
1996-05-24,15.5400
1996-05-28,16.9200
1996-05-29,17.1500
1996-05-30,16.0200
1996-05-31,16.0700
1996-06-03,16.8600
1996-06-04,16.1800
1996-06-05,16.0400
1996-06-06,16.8400
1996-06-07,16.1000
1996-06-10,16.7800
1996-06-11,16.6800
1996-06-12,17.0000
1996-06-13,17.1200
1996-06-14,18.6400
1996-06-17,17.4600
1996-06-18,17.4500
1996-06-19,17.5400
1996-06-20,16.9700
1996-06-21,15.8000
1996-06-24,15.9100
1996-06-25,15.4300
1996-06-26,15.2300
1996-06-27,14.1900
1996-06-28,13.6800
1996-07-01,13.7800
1996-07-02,14.1900
1996-07-03,14.2100
1996-07-05,16.0900
1996-07-08,16.4200
1996-07-09,15.4900
1996-07-10,15.5100
1996-07-11,17.8100
1996-07-12,17.0900
1996-07-15,20.1100
1996-07-16,20.1000
1996-07-17,19.2200
1996-07-18,17.9300
1996-07-19,17.2600
1996-07-22,20.4100
1996-07-23,21.5500
1996-07-24,21.4400
1996-07-25,19.3900
1996-07-26,17.4500
1996-07-29,20.0900
1996-07-30,20.5300
1996-07-31,19.4600
1996-08-01,18.7600
1996-08-02,16.1900
1996-08-05,17.3600
1996-08-06,16.9300
1996-08-07,16.2400
1996-08-08,16.0400
1996-08-09,15.7700
1996-08-12,15.5700
1996-08-13,16.4100
1996-08-14,15.9600
1996-08-15,15.4600
1996-08-16,14.8100
1996-08-19,15.2700
1996-08-20,14.7300
1996-08-21,14.5200
1996-08-22,13.7100
1996-08-23,14.1800
1996-08-26,15.3800
1996-08-27,15.1100
1996-08-28,15.1000
1996-08-29,16.2200
1996-08-30,17.0100
1996-09-03,18.4700
1996-09-04,18.6400
1996-09-05,20.5100
1996-09-06,17.1000
1996-09-09,16.3600
1996-09-10,16.2500
1996-09-11,16.0600
1996-09-12,15.9700
1996-09-13,15.2000
1996-09-16,15.4300
1996-09-17,15.7400
1996-09-18,15.8600
1996-09-19,16.0300
1996-09-20,15.6500
1996-09-23,16.4600
1996-09-24,16.4500
1996-09-25,16.2200
1996-09-26,16.1100
1996-09-27,16.1000
1996-09-30,16.9500
1996-10-01,17.0500
1996-10-02,16.7800
1996-10-03,16.7700
1996-10-04,14.8000
1996-10-07,15.1100
1996-10-08,15.5800
1996-10-09,16.0900
1996-10-10,16.2600
1996-10-11,15.0700
1996-10-14,15.1300
1996-10-15,15.8300
1996-10-16,15.6000
1996-10-17,15.4100
1996-10-18,15.0800
1996-10-21,15.9800
1996-10-22,16.4000
1996-10-23,16.4500
1996-10-24,16.8900
1996-10-25,17.2900
1996-10-28,18.3400
1996-10-29,18.2800
1996-10-30,18.4800
1996-10-31,18.1100
1996-11-01,17.8900
1996-11-04,18.0400
1996-11-05,17.6500
1996-11-06,16.9700
1996-11-07,17.2100
1996-11-08,15.7800
1996-11-11,14.0400
1996-11-12,15.3600
1996-11-13,14.8900
1996-11-14,13.7900
1996-11-15,14.3600
1996-11-18,15.1200
1996-11-19,15.2300
1996-11-20,15.9400
1996-11-21,15.7700
1996-11-22,14.9200
1996-11-25,15.9100
1996-11-26,16.9700
1996-11-27,16.9600
1996-11-29,17.1400
1996-12-02,17.9300
1996-12-03,18.6800
1996-12-04,17.9300
1996-12-05,18.1400
1996-12-06,18.8200
1996-12-09,17.7500
1996-12-10,17.8800
1996-12-11,19.6800
1996-12-12,20.4500
1996-12-13,21.0900
1996-12-16,21.9900
1996-12-17,20.7700
1996-12-18,19.4200
1996-12-19,18.7700
1996-12-20,18.8500
1996-12-23,19.5000
1996-12-24,18.6800
1996-12-26,18.5900
1996-12-27,19.1300
1996-12-30,19.5100
1996-12-31,20.9200
1997-01-02,21.1400
1997-01-03,19.1300
1997-01-06,19.8900
1997-01-07,19.3500
1997-01-08,20.2400
1997-01-09,20.9100
1997-01-10,19.6300
1997-01-13,19.8400
1997-01-14,19.2700
1997-01-15,19.4000
1997-01-16,19.6100
1997-01-17,18.6300
1997-01-20,18.6000
1997-01-21,17.8100
1997-01-22,17.0900
1997-01-23,18.4700
1997-01-24,19.3300
1997-01-27,20.1600
1997-01-28,20.7400
1997-01-29,20.2300
1997-01-30,19.4700
1997-02-03,19.5800
1997-02-04,19.4300
1997-02-05,21.0600
1997-02-06,20.1600
1997-02-07,18.9000
1997-02-10,20.6500
1997-02-11,19.9700
1997-02-12,19.4800
1997-02-13,19.2300
1997-02-14,19.1800
1997-02-18,19.7000
1997-02-19,20.6100
1997-02-20,21.4100
1997-02-21,20.5500
1997-02-24,19.8400
1997-02-25,19.9800
1997-02-26,20.7400
1997-02-27,21.0800
1997-02-28,21.1000
1997-03-03,20.8900
1997-03-04,20.6200
1997-03-05,19.4900
1997-03-06,20.4800
1997-03-07,19.3200
1997-03-10,19.0000
1997-03-11,19.2500
1997-03-12,19.6100
1997-03-13,19.7900
1997-03-14,19.8100
1997-03-17,20.9500
1997-03-18,21.2600
1997-03-19,21.7400
1997-03-20,21.2200
1997-03-21,19.6900
1997-03-24,20.0600
1997-03-25,19.2600
1997-03-26,18.3200
1997-03-27,20.5000
1997-03-31,22.1400
1997-04-01,20.8400
1997-04-02,21.3000
1997-04-03,21.1900
1997-04-04,19.2300
1997-04-07,18.5100
1997-04-08,18.4400
1997-04-09,18.5600
1997-04-10,19.0100
1997-04-11,19.7600
1997-04-14,19.0900
1997-04-15,18.2500
1997-04-16,17.6400
1997-04-17,18.7100
1997-04-18,18.7500
1997-04-21,20.1000
1997-04-22,19.5200
1997-04-23,20.4800
1997-04-24,20.8300
1997-04-25,21.1500
1997-04-28,21.3400
1997-04-29,19.8100
1997-04-30,20.0600
1997-05-01,19.8700
1997-05-02,17.5100
1997-05-05,20.1300
1997-05-06,20.8500
1997-05-07,21.3400
1997-05-08,21.2600
1997-05-09,20.1100
1997-05-12,20.2500
1997-05-13,20.8100
1997-05-14,21.0900
1997-05-15,19.9100
1997-05-16,21.5700
1997-05-19,21.4800
1997-05-20,19.2600
1997-05-21,19.2800
1997-05-22,18.7700
1997-05-23,18.0800
1997-05-27,19.3600
1997-05-28,19.2800
1997-05-29,19.0200
1997-05-30,19.1900
1997-06-02,20.8500
1997-06-03,20.0100
1997-06-04,20.1000
1997-06-05,20.3600
1997-06-06,18.9400
1997-06-09,19.4600
1997-06-10,19.0400
1997-06-11,18.8500
1997-06-12,18.5100
1997-06-13,19.2700
1997-06-16,19.7700
1997-06-17,20.1700
1997-06-18,20.4500
1997-06-19,20.1000
1997-06-20,20.2000
1997-06-23,21.1900
1997-06-24,20.7400
1997-06-25,21.5000
1997-06-26,21.8200
1997-06-27,21.2200
1997-06-30,21.5300
1997-07-01,21.0000
1997-07-02,19.7000
1997-07-03,17.8200
1997-07-07,19.1300
1997-07-08,18.7600
1997-07-09,20.4000
1997-07-10,19.9200
1997-07-11,19.0600
1997-07-14,19.5800
1997-07-15,19.0000
1997-07-16,19.3600
1997-07-17,20.5400
1997-07-18,22.2800
1997-07-21,23.5100
1997-07-22,21.7700
1997-07-23,21.3000
1997-07-24,20.9600
1997-07-25,20.8200
1997-07-28,21.8400
1997-07-29,22.0200
1997-07-30,21.3900
1997-07-31,21.4800
1997-08-01,22.2900
1997-08-04,21.9400
1997-08-05,20.6400
1997-08-06,20.0500
1997-08-07,19.7700
1997-08-08,22.4600
1997-08-11,22.7700
1997-08-12,23.7500
1997-08-13,24.5200
1997-08-14,23.1100
1997-08-15,24.4500
1997-08-18,24.3700
1997-08-19,22.6400
1997-08-20,21.0900
1997-08-21,23.8300
1997-08-22,24.7400
1997-08-25,24.1000
1997-08-26,24.7300
1997-08-27,24.2600
1997-08-28,24.5100
1997-08-29,24.7600
1997-09-02,24.5300
1997-09-03,24.9500
1997-09-04,25.2700
1997-09-05,24.3100
1997-09-08,24.4000
1997-09-09,23.8900
1997-09-10,24.6400
1997-09-11,25.9900
1997-09-12,25.1700
1997-09-15,25.7400
1997-09-16,23.7700
1997-09-17,24.1000
1997-09-18,23.4800
1997-09-19,22.7400
1997-09-22,22.0800
1997-09-23,22.0000
1997-09-24,22.6400
1997-09-25,22.9600
1997-09-26,22.2600
1997-09-29,22.2300
1997-09-30,22.9100
1997-10-01,22.3200
1997-10-02,22.2700
1997-10-03,21.5400
1997-10-06,21.6100
1997-10-07,20.2900
1997-10-08,20.7700
1997-10-09,22.3100
1997-10-10,19.7500
1997-10-13,20.2600
1997-10-14,19.9900
1997-10-15,20.0500
1997-10-16,20.5300
1997-10-17,21.6900
1997-10-20,20.7200
1997-10-21,19.5300
1997-10-22,19.8600
1997-10-23,22.9900
1997-10-24,23.1700
1997-10-27,31.1200
1997-10-28,31.2200
1997-10-29,33.7500
1997-10-30,38.2000
1997-10-31,35.0900
1997-11-03,32.0900
1997-11-04,32.2400
1997-11-05,32.1800
1997-11-06,32.5700
1997-11-07,36.2700
1997-11-10,36.6300
1997-11-11,36.3800
1997-11-12,37.8400
1997-11-13,36.6400
1997-11-14,33.6600
1997-11-17,31.5800
1997-11-18,31.5500
1997-11-19,29.9300
1997-11-20,27.3200
1997-11-21,26.6500
1997-11-24,29.8000
1997-11-25,28.9500
1997-11-28,27.4300
1997-12-01,26.0100
1997-12-02,25.6600
1997-12-03,23.9200
1997-12-04,23.8400
1997-12-05,22.6500
1997-12-08,23.2200
1997-12-09,23.3600
1997-12-10,24.5500
1997-12-11,27.6300
1997-12-12,27.9200
1997-12-15,27.3700
1997-12-16,26.1100
1997-12-17,26.3300
1997-12-18,27.1900
1997-12-19,29.1800
1997-12-22,28.5600
1997-12-23,29.8600
1997-12-24,30.2700
1997-12-26,29.2700
1997-12-29,26.7900
1997-12-30,24.3800
1997-12-31,24.0100
1998-01-02,23.4200
1998-01-05,24.3600
1998-01-06,25.6600
1998-01-07,25.0700
1998-01-08,26.0100
1998-01-09,28.6900
1998-01-12,28.0200
1998-01-13,25.1700
1998-01-14,23.7500
1998-01-15,23.4500
1998-01-16,21.6500
1998-01-20,21.6500
1998-01-21,22.5300
1998-01-22,23.1600
1998-01-23,23.3200
1998-01-26,23.9700
1998-01-27,22.2700
1998-01-28,22.0600
1998-01-29,21.6500
1998-01-30,21.4700
1998-02-02,21.3600
1998-02-03,20.6700
1998-02-04,20.5500
1998-02-05,21.2900
1998-02-06,20.5100
1998-02-09,21.5500
1998-02-10,20.6600
1998-02-11,20.3800
1998-02-12,19.7300
1998-02-13,19.8400
1998-02-17,20.7600
1998-02-18,19.6600
1998-02-19,19.8800
1998-02-20,19.0000
1998-02-23,18.9900
1998-02-24,19.3500
1998-02-25,18.6200
1998-02-26,18.6300
1998-02-27,18.5500
1998-03-02,19.1900
1998-03-03,19.0400
1998-03-04,19.5800
1998-03-05,20.9300
1998-03-06,19.1400
1998-03-09,20.2300
1998-03-10,19.4300
1998-03-11,18.8900
1998-03-12,18.2500
1998-03-13,18.7100
1998-03-16,18.5100
1998-03-17,18.6600
1998-03-18,18.2900
1998-03-19,17.7600
1998-03-20,18.6900
1998-03-23,19.9800
1998-03-24,20.5100
1998-03-25,22.5400
1998-03-26,22.8100
1998-03-27,23.4700
1998-03-30,24.6600
1998-03-31,24.2200
1998-04-01,23.3700
1998-04-02,21.9800
1998-04-03,21.8200
1998-04-06,22.4700
1998-04-07,23.6600
1998-04-08,23.1700
1998-04-09,21.5100
1998-04-13,22.7700
1998-04-14,21.6100
1998-04-15,20.8900
1998-04-16,22.0600
1998-04-17,20.7600
1998-04-20,20.3900
1998-04-21,19.9100
1998-04-22,19.4400
1998-04-23,20.6000
1998-04-24,21.9700
1998-04-27,26.0900
1998-04-28,24.1700
1998-04-29,22.7800
1998-04-30,21.1800
1998-05-01,19.3400
1998-05-04,20.3200
1998-05-05,21.4600
1998-05-06,22.7900
1998-05-07,23.3900
1998-05-08,20.5700
1998-05-11,21.0500
1998-05-12,20.9800
1998-05-13,20.4400
1998-05-14,19.6400
1998-05-15,20.4400
1998-05-18,21.6900
1998-05-19,20.3900
1998-05-20,19.8900
1998-05-21,19.3800
1998-05-22,18.9900
1998-05-26,22.0700
1998-05-27,22.5900
1998-05-28,20.7400
1998-05-29,21.3200
1998-06-01,22.8300
1998-06-02,22.0000
1998-06-03,22.8500
1998-06-04,21.2200
1998-06-05,19.7800
1998-06-08,20.5800
1998-06-09,20.5200
1998-06-10,21.4800
1998-06-11,23.5700
1998-06-12,22.7800
1998-06-15,25.9400
1998-06-16,24.8000
1998-06-17,22.8900
1998-06-18,22.4000
1998-06-19,21.9200
1998-06-22,21.9400
1998-06-23,20.1700
1998-06-24,20.0200
1998-06-25,20.2500
1998-06-26,19.3600
1998-06-29,19.5700
1998-06-30,19.7100
1998-07-01,18.0000
1998-07-02,17.6700
1998-07-06,18.6300
1998-07-07,18.6200
1998-07-08,17.8200
1998-07-09,18.1600
1998-07-10,17.9200
1998-07-13,18.2600
1998-07-14,17.8800
1998-07-15,17.8900
1998-07-16,16.9700
1998-07-17,16.2300
1998-07-20,17.3400
1998-07-21,20.1000
1998-07-22,20.3200
1998-07-23,23.0100
1998-07-24,23.0100
1998-07-27,23.1300
1998-07-28,25.2500
1998-07-29,24.7900
1998-07-30,22.6600
1998-07-31,24.8000
1998-08-03,25.9800
1998-08-04,31.0600
1998-08-05,29.8300
1998-08-06,28.2000
1998-08-07,27.0200
1998-08-10,28.7500
1998-08-11,31.9100
1998-08-12,28.5500
1998-08-13,29.9200
1998-08-14,34.3400
1998-08-17,31.8600
1998-08-18,28.4000
1998-08-19,28.6900
1998-08-20,30.0000
1998-08-21,33.1400
1998-08-24,31.8000
1998-08-25,30.3300
1998-08-26,31.1400
1998-08-27,38.5500
1998-08-28,39.6000
1998-08-31,44.2800
1998-09-01,36.4800
1998-09-02,36.7600
1998-09-03,41.4300
1998-09-04,43.3100
1998-09-08,37.9000
1998-09-09,39.6600
1998-09-10,45.2900
1998-09-11,43.7400
1998-09-14,38.5700
1998-09-15,36.5800
1998-09-16,35.9400
1998-09-17,39.2300
1998-09-18,38.6300
1998-09-21,38.5800
1998-09-22,36.6200
1998-09-23,32.4700
1998-09-24,34.6600
1998-09-25,34.5500
1998-09-28,34.8700
1998-09-29,36.0800
1998-09-30,40.9500
1998-10-01,43.4800
1998-10-02,40.4700
1998-10-05,42.8100
1998-10-06,41.2000
1998-10-07,43.5100
1998-10-08,45.7400
1998-10-09,42.2000
1998-10-12,40.0700
1998-10-13,40.2300
1998-10-14,38.9600
1998-10-15,33.3400
1998-10-16,34.8200
1998-10-19,33.1300
1998-10-20,33.1100
1998-10-21,33.2100
1998-10-22,31.5300
1998-10-23,32.2700
1998-10-26,32.3800
1998-10-27,32.9500
1998-10-28,32.4200
1998-10-29,29.5000
1998-10-30,28.0500
1998-11-02,27.2600
1998-11-03,27.7600
1998-11-04,27.3700
1998-11-05,26.0100
1998-11-06,25.7000
1998-11-09,28.0900
1998-11-10,28.1700
1998-11-11,28.4700
1998-11-12,29.2800
1998-11-13,29.0300
1998-11-16,28.9000
1998-11-17,27.9500
1998-11-18,27.1300
1998-11-19,25.5000
1998-11-20,22.4700
1998-11-23,21.8400
1998-11-24,23.2800
1998-11-25,22.1500
1998-11-27,22.0900
1998-11-30,26.0100
1998-12-01,24.9700
1998-12-02,25.4300
1998-12-03,28.7000
1998-12-04,25.3100
1998-12-07,24.9000
1998-12-08,25.5800
1998-12-09,25.6600
1998-12-10,26.8100
1998-12-11,27.7200
